5.685194710012462e-18,2.091549428666647e-17,2.022852127594066e-24,1.2949948326826806e-30,1.0850962150188644e-11,1.702681169604172e-24,3.078733327802053e-11,9.989581894027305e-18,1.2585885458334885e-17
0,0,0,0,0,0,0,0,0
-99.99976359544938,-0.49985049002985743,-0.024275528364735233,-0.980089792716956,1.2388882339352271e-05,-0.9800999999993634,-0.9800999999999989,-0.979640890127195,-0.9799487411385364
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-99.99676301959394,-99.99999863365012,-0.9430521902306715,3.9894790065679385e-29,1.155048747761641e-13,-0.9023941698204042,1.140696070822482e-43,-0.9800999999999039,1.3165515779975205e-28
6.340712409915173e-33,-99.89201307558525,5.465606277670379e-19,-0.9783685166614892,7.474084176930276e-28,-0.9800237371806166,-0.9800999994710627,9.075349761647824e-52,-0.8763662125751983
-99.02970090544508,-99.02969984640775,7.738286987930353e-10,3.948121597130873e-20,0.9800999999969243,0.08997647222526087,0.9801,1.6142391791828927e-07,0.00014528241619123707
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-99.02970099999939,-0.9790982865168927,-99.02970065655008,8.280625725877056e-15,0.20790085552437365,0.980101515591,0.9801,5.679140690623244e-06,0.9702990814337217
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.81299296280561e-14,-99.02970089673335,-99.02969749045045,9.358215148331775e-06,0.9801001364031899,0.9801,8.807656467220504e-12,0.6860700000050235,1.6751366290444839e-22
0,0,0,0,0,0,0,0,0
-98.44090006303,-98.79299048727957,-90.32079070572034,-0.96327,0,0.9801,-0.5491539899927508,0.015339656279160792,0.8939699999999999
-0.9800999837319645,-0.980099999999981,-99.93764826013188,-0.25512983097382513,1.3170920353082685e-17,-0.9800999839175821,-0.9801,-0.9288584261755526,-0.9800979604036182
-99.02955966246866,-0.9799010050204957,-99.02970099867898,0.9801,3.1509136891398607e-05,0.6860700000000406,0.043215488505514835,0.018524067775085015,0.9800999999986535
0,0,0,0,0,0,0,0,0
-0.9801,-99.9516469686318,-99.9999535398122,-0.9183536999999999,4.967513872025137e-31,3.583916975166778e-37,1.1320809086199571e-49,-0.9800918898755322,9.26927579293169e-21
0,0,0,0,0,0,0,0,0
-99.94356892049913,-99.73699314392373,-99.58091534562885,-0.6742889999999999,7.027410646014237e-09,0.0,-0.4850999999999999,-0.6295680253862999,-0.693
0,0,0,0,0,0,0,0,0
-99.02980663693442,-99.02957375178272,-99.02460305131474,0.9801000000000724,0.00010441465915020487,-0.9884907171784261,0.973375834138116,0.002086185843644202,-0.896179581534207
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-99.97282435174357,6.5312905945486295e-47,9.272442863681495e-21,-99.65389223279135,0.09030596307490132,-0.9798948753585645,-0.8599417001999878,-0.9800999642320319,2.2570322422797546e-38
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.0005051970000000002,-99.02926874754179,2.526719443948535e-07,-99.02968932971318,0.9801001364031899,-0.976676825628101,-0.8948221836090605,0.0016504786594503406,9.273807432213284e-07
0,0,0,0,0,0,0,0,0
-99.8233524204804,-100.68099358144082,-0.98999999946572,-99.99613204995478,-0.9999999999999999,-1.0,-0.9900051030000001,-0.99,-0.99980087139739
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-98.78483881000001,-90.31393,-98.2769104457395,-90.31393,0.99,0.0,-0.900394803,0.68607,0.9536372999998511
0.9801,-0.9793980475385238,-99.02970094328266,-99.02969994869815,0.01852389917111108,-0.8792476452823197,5.519536188840488e-07,-0.9800811133338525,0.6860700097474611
0,0,0,0,0,0,0,0,0
-100.96944713510753,-0.971289,-100.48065429801937,-100.49985060338155,-1.0,-0.9999999586635253,-1.0,-0.9999999999999934,-1.0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-90.31393,-96.40810901462075,-98.2363627,-99.02218053070334,0.99,-0.693,2.873741852396532e-143,-0.4850999999999999,0
0.9801,-90.66382569999999,-90.1661296791934,-69.3207906999573,-0.7,0,0.0,0,0.0
-90.10981786063505,-98.78052530468007,-69.31393,-96.61393000000001,0,0.0,0.973,0.0,0.99
0,0,0,0,0,0,0,0,0
6.352745170764375e-50,-0.9800999999928233,-0.9708106396418407,-99.99924815548152,9.358213741010423e-06,3.654517949494785e-30,8.76358550645741e-41,-0.6919506,-0.37801182870000005
-99.02970062818521,0.9801000122762936,0.9801,-99.02968867133916,0.9801,2.1838108837381392e-05,1.5564035596293547e-09,6.752837158928486e-05,6.70133506184656e-06
0,0,0,0,0,0,0,0,0
0.9801168399,-99.02970097164173,-0.9800104680872822,-99.02968932987983,0.9801,0.052936210180409934,4.415580683655228e-05,-0.9800599906099356,0.00015860742695543786
0,0,0,0,0,0,0,0,0
-99.72936096299225,-91.0,-0.473011098213654,-99.75699758942739,-0.9038418189039901,-0.9289,3.716040773829503e-08,-0.6693207333819999,0.0
0,0,0,0,0,0,0,0,0
-99.9998949653296,-99.99610047522424,-0.900332781756412,-99.99999913997564,0.0016839900000813887,1.567889795342431e-95,-0.7820999999999895,8.205514041099233e-125,-0.9800999995214749
0,0,0,0,0,0,0,0,0
0.9801,-0.5663789908102929,-99.02968827708443,-99.02970068335017,0.9800999999999982,0.09984387996125303,2.9342316817696468e-09,0.012976253692800553,0.9801
0,0,0,0,0,0,0,0,0
-100.98009651940406,-0.9900000000000001,-100.9800355343963,-100.98009845592814,-1.0,-0.9989844362918836,-0.576278780131698,-0.99,-0.99
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-100.97970850400392,-100.89148141142401,-97.98607,-100.674973254583,-0.99967520863,-0.9999848224387,-0.9899999982101173,-0.999980317,-0.9999940951
-0.972827630713186,-98.45943021247278,-99.0286956784373,-98.83911161495818,2.3921781739940472e-11,-0.9774343105792291,-0.9767774708999999,0.68607,0.980100000000002
-99.0199,-99.0199,-99.0199,-99.0199,0.9899999999925535,1.2769176106055413e-25,-0.9899999999949108,2.0778137456307326e-09,0.99
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-99.99999999667473,-0.9899999996685402,-99.99999992273489,-99.9999999999209,8.66995717476285e-136,1.4615190765696616e-58,-0.99,-0.99,-0.9899999999971042
0,0,0,0,0,0,0,0,0
0.0,-97.1991026201058,-91.0,-70.0,6.142016116919226e-25,0.0,0.0,-0.598390254,0.0
-99.0199,-99.0199,-99.0199,-99.0198999999748,0.99,4.708390945665558e-16,-0.9899863092409469,-0.989999974557166,-0.989999993826521
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
-99.9987301009499,8.040291449697372e-19,2.7656527673109466e-44,0.0005427896287050914,-99.99847284200247,1.5359846031153411e-27,5.894795405060814e-37,1.1622480644230844e-31,4.779164150022899e-30
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.98703,-99.02969993259074,0.9801,0.9801,-99.02922984405299,0.0002454810421538082,0.9800999999999884,0.09984384368391305,0.9800999999999992
0,0,0,0,0,0,0,0,0
-99.99989494476578,-99.99998494096825,0.20790000000000003,-1.0,-99.96984021420694,-0.999982989999882,-0.9999999999854181,-0.9999999999991454,-1.0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
